name, address,number,Availability,BGroup
Dr. H. Gordon Roberts Hospital Blood Bank,"Jaiaw, Shillong                               ",0364 2545826,NO,AB+
Tura Civil Hospital Blood Bank,"Tura Civil Hospital, Dermile, Near Dermile Fuel Station
",03651 232043,NO,AB+
Jowai Civil Hospital Blood Bank   ,"Jowai Civil Hospital, Durlong
Opp. Lower Primary School Panaliar,
Panaliar Towai",03652 20735,NO,AB+
Civil Hospital Blood Bank Aizawl,"Block -B , Civil Hospital,
Near Millenium Centre,Aizawl
",0389 2341617,YES,AB+
Synod Hospital Blood Bank Durtlang,"Blood Bank, Synod Hospital, Durtlang",0389 2361222,YES,AB+
District Hospital Blood Bank Champhai,"District Hospital, Champhai
Vengsang Champhai
Near BSNL office Champhai",03831 234926,NO,AB+
District Hospital Blood Bank Kolasib,"Blood Bank, District Hospital, Kolasib
Venglai, Kolasib, Hospital Road",03837 221930,NO,AB+
District Hospital Blood Bank Lawngtlai,"District Hospital, Electric veng, Near CMO office, Lawngtlai",03835 232210,NO,AB+
Civil Hospital Blood Bank,"Civil Hospital, Chanmari-2 Lunglei",0372 2324555,NO,AB+
Christian Hospital Blood Bank Serkawn,"Christian Hospital, Serkawn",0372 2342268,NO,AB+
District Hospital Blood Bank Mamit,"Blood Bank, District Hospital,Lungsir, Mamit",0389 2565655,NO,AB+
Civil Hospital Blood Bank Saiha,"District Hospital, New Saiha West, Saiha",03835 222388,NO,AB+
"J N Hospital Blood Bank,Serchhip","Blood Bank, District Hospital, Serchhip",03838 226184,NO,AB+
District Hospital Blood Bank,"District Hospital Colony, Dimapur",,YES,AB+
Military Hospital Blood Bank,"Army Supply Road, Signal Bosti, Dimapur",N/A,NO,AB+
Christian Institute of Health Sciences and Research Blood Bank,"Christian Institute of Health Sciences & Research, 
4th Mile, P.B. 31, P.O. ARTC, Dimapur",,NO,AB+
Naga Hospital Authority Blood Bank,"Naga Hospital, NH 39, AH1, Kohima",N/A,NO,AB+
General Hospital Blood Bank,"General Hospital, Kohima",,NO,AB+
Dr. Imkongliba Memorial District Hospital Blood Bank,"Dr. Imkongliba memorial District Hospital, Majakong Ward, Mokukchung",,NO,AB+
District Hospital Blood Bank,"Mon Civil Hospital, Tuensang-Mon Naginimora Road
Blood Bank",,NO,AB+
District Hospital Blood Bank,"District Hospital, Bethany 1 Colony, Phek town",N/A,NO,AB+
District Hospital Blood Bank,"Civil Hospital, Tuensang-Mon-Naginimora Road, Nagaland
Blood Bank",N/A,NO,AB+
District Hospital Blood Bank,"Wokha Civil Hospital, Wokha, Near NH 61",N/A,NO,AB+
District Hospital Blood Bank,"District Hospital, South Point East, Near Sheipu, Zunhebeto
Blood Bank",,NO,AB+
"Odisha Red Cross Blood Bank, Angul","District Head Quarter Hospital, Angul
",06764 230880,YES,AB+
"Odisha Red Cross Blood Bank, SDH, Athamallik","Sub Divisional Hospital Athamallik, Badadamdasahi, Athamallik",06763 254213,NO,AB+
Nalco Hospital Blood Bank,"National Aluminium Company Ltd, Nalco Nagra, Angul",,,AB+
Sub Divisional Hospital Talcher,"Sub-Divisional Hospital, Talcher, Angul",06760 242020,NO,AB+
Neheru Satabdi (N.S) Central Hospital Blood Bank,"Neheru Shatabdi Hospital, MCL, AT/PO - Dera, Talcher",06760 267118,NO,AB+
"Odisha Red Cross Blood Bank, Balangir","District Head Quarters Hospital Campus, Balangir
",6652230646,NO,AB+
"Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji","Road No: 1, CHC Kantabanji , Balangir, Odisha",06657 220464,NO,AB+
"Odisha Red Cross Blood Bank, Patnagarh","Sub Divisional Hospital Blood Bank Patnagarh , At/Po/Ps- Patnagarh",06658 222161,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Titlagarh                    ","Sub-Divisional Hospital,Titlagarh, At/Po/Ps- Titlagarh,  Balangir",06655 220318,NO,AB+
"Odisha Red Cross Blood Bank, Balasore","District Head Quarters Hospital, Baleshwar",06782 241496,NO,AB+
Jyoti Hospital Blood Bank,"Kuruda, Balasore","06782 256375, 06782 256376",,AB+
"Odisha Red Cross Blood Bank, Nilagiri","Sud Divisional Hospital,  Nilagiri, At/Po/Ps-Nilagiri",06782-233237,NO,AB+
"Odisha Red Cross Blood Bank, Baragarh","Distict Head Quarter Hospital, Bargarh",06646 234104,NO,AB+
"Catholic Mission Hospital Blood Bank, Bargarh","Bargarh-Bheden Rd, Tora, Ruhunia",06646 230203,,AB+
"Odisha Red Cross Blood Bank, SDH, Padampur","At-Padampur, Po-Rajborasambar,",06638 223490,NO,AB+
"Odisha Red Cross Blood Bank, Bhadrak ","District Head Quarter Hospital, Bhadrak",06784 251817,NO,AB+
"Odisha Red Cross Blood Bank, Boudh ","District Head Quarters Hospital, NH 224, Boudh",06841 222202,NO,AB+
"Central Red Cross Blood Bank, Cuttack","Mangalabag, Medical Road, Cuttack",0671 2302258,YES,AB+
Shrirama Chandra Bhanj (SCB) Medical College Blood Bank,"Dock Road, Manglabag",0671-2424202,YES,AB+
"Odisha Red Cross Blood Bank, Deogarh","District Head Quarters Hospital, Deogarh
",06641 226182,NO,AB+
"Odisha Red Cross Blood Bank, Dhenkanal",District Head Quarters Hospital,06762 221388,NO,AB+
"Odisha Red Cross Blood, Paralakhemundi","District Hospital, Paralakhemundi,Gajapati","06815 222467, 06815 222787",NO,AB+
Maharaja Krishna Chandra Gajapati Medical College Blood bank,"National Highway 59, Berhampur, Ganjam",0680 2292534,YES,AB+
"Odisha Red Cross Blood Bank, SDH, Bhanjanagar",Sub Divisional Hospital Bhanjanagar,06821 240133,NO,AB+
"Odisha Red Cross Blood Bank, Jagatsinghpur","District Head Quarters Hospital, Jagatsinghpur",06724 221808,NO,AB+
"Odisha Red Cross Blood Bank, Jajpur","District Head Quarters Hospital, Jajpur",06728 225177,NO,AB+
"Odisha Red Cross Blood Bank, CHC Jajpur road",CHC Jajpur Road,06726  224957,NO,AB+
"Odisha Red Cross Blood Bank, Jharsuguda","District Head Quarter Hospital, Near Hanuman Mandir, ",06645 272180,NO,AB+
"TRL Hospital, Belpahada","TRL Hospital, Belpahar, Jharsuguda, Odisha ",06645 258411,,AB+
"Central Hospital (MCL), Brajaraj Nagar","Blood Bank, Central Hospital (MCL),Brajaraj Nagar, Jharsuguda",06760 269382,,AB+
District Head Quarters Hospital Blood Bank Bhawanipatna,"Hospital Road, SH 44,",06670 234952,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Dharmagarh","Sub-Divisional Hospital, At/Po- Dharmagarh",6672242077,NO,AB+
Sardar Rajas Medical College Hospital Blood Bank,"Blood Bank, Sardar Rajas MCH, Bhawaniptna",06670 226701,,AB+
"Odisha Red Cross Blood Bank, SDH, Baliguda","Sub-Divisional Hospital, Near SBI, Balliguda",6846243195,NO,AB+
"Odisha Red Cross Blood Bank, Kandhamal","District Head Quarter Hospital Phulbani, Kandhamal",06842 253006,NO,AB+
District Head Quarters Hospital Blood Bank Kendrapara,"District Head Quarters Hospital Blood Bank, Kendrapara",06727 233334,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Anandapur","Sub Divisional Hospital, Anandapur, Ghasipura",06731 221467,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Champua","Sub Divisional Hospital Champua, At/-SDH, Champua",06767 240898,NO,AB+
"Tisco Hospital Blood Bank, Kendujhar","Tisco Hospital, Joda, Kendujhar",06767 272010,,AB+
" Odisha Red Cross Blood Bank, Kendujhar","District  Head Quarter Hospital,Kendujhar",06766 254380,NO,AB+
Central Hospital Blood Bank Joda,"Blood Bank,Central  Hospital, Joda, Keonjhar",06767 272231,,AB+
"Odisha Red Cross Blood Bank, Capital Hospital ","Capital Hospital, Udyan Marg, Unit-6, Ganga Nagar",0674 2394985,NO,AB+
"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital","OldTown, Samantarapur
",0674 2591206,YES,AB+
Kalinga Hospital Limited Blood Bank,"Kalinga Hospital, Chandrasekharpur, Bhubaneswar","0674 2300570,  Extn.322",YES,AB+
"Apollo Hospital Blood Bank, Bhubaneswar","Plot No. 251, Old Sainik School Road, Bhubaneswar, Opposite to Vanibihar","0674 7150454, 06746661016",YES,AB+
Hi-Tech Medical College & Hospital Blood Bank,"Pandra,Rasulgarh,Bhubaneshwar","06743094253, 0674 2371217",YES,AB+
Sum Hospital Blood Bank,"K-8, Kalinga Nagar ","06746098855, 0674 2386281",YES,AB+
Kalinga Institute of Medical Sciences (KIMS) Blood Bank,"NALCO Nagar, Chandrasekharpur","0674-2300570 (Ext-322), 0674 2725472",YES,AB+
AMRI Hospital Blood Bank,"Plot No. 1, Near Jayadev Vatika Park, Khandagiri, ",0674 6666600,YES,AB+
"Odisha Red Cross Blood Bank, Khurda","District Head Quarter Hospital, CDMO Campus, At/Po/Dt-Khordha
",06755 223978,NO,AB+
NALCO Hospital Blood Bank,"Sector 3, Damanjodi",06852 254515,,AB+
"Red Cross Blood Bank, SDH, Koraputk","Sub Divisional Hospital, Sardar Patel Marg",06854 233600,NO,AB+
"Odisha Red Cross Blood Bank, Koraput","District Head Quarter Hospital, Janiguda",06852 252101,NO,AB+
Asha Kiran Society Blood Bank,"Lamtaput, Koraput",06868 272213,NO,AB+
HAL Hospital Blood Bank,"Sunabeda, Koraput","06853 220234, 06583 220572",NO,AB+
"Odisha Red Cross Blood Bank, Malkangiri","District Head quarters Hospita Malkangiri, ",06861 231200,NO,AB+
"Odisha Red Cross Blood Bank, Baripada","District Head Quarters Hospital Baripada, Mayurbhanj",06792 254641,NO,AB+
"Odisha red Cross Blood Bank, Karanjia, Mayurbhanj","Sub Divisional Hospital, Karanjia (Post), Mayurbhanj",06796 221832,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Rairangpur","Sub-Divisional Hspital, Rairangpur ",06794 22298,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Udala","Sub Divisional Hospital, Udala, Mayurbhanj",06795 232288,NO,AB+
"Odisha Red Cross Blood Bank, Nabarangpur","District Head Quarter Hospital, Miriganiguda",6858222360,NO,AB+
Christian Hospital Blood Bank Nabarangpur,"Christian Hospital, Nabarangpur, Mission Compound",06858 222566,NO,AB+
"Odisha Red Cross Blood Bank, Nayagarh ",District Head Quarter Hospital Nayagarh,06753 252410,NO,AB+
Evangelical Hospital Blood Bank,"Gadramunda, Khariar",,NO,AB+
"Odisha Red Cross Blood Bank, Nuapada","District Headquarter Hospital, Nuapada",,NO,AB+
Aharya Harihar Red Cross Blood Bank,"District Head Quarters Hospital, Grand Road ",06752 224097,NO,AB+
Christian Hospital Blood Bank,"Bissam Cuttack, Rayagada",06863 247505,NO,AB+
"Odisha Red Cross Blood bank, SDH, Gunupur","sub- Divisional Hospital Gunupur, SDH Campus",,NO,AB+
District Head Quarters Hospital Blood Bank Rayagada,"District Head Quarters Hospital, Rayagada",06856 236465,NO,AB+
Jesus Mary Hospital Blood Bank,"Barapali, Sambalpur",0663 2545606,NO,AB+
"Odisha Red Cross Blood Bank, SDH, Kuchinda ","Sub Divisional Hospital Kuchinda, Sambalpur",06642 220509,NO,AB+
Odisha Red Cross Blood Bank Sambalpur,"District Head Quarter Hospital, Pani Tanki Road, Modipada (Post), Sambalpur",0663 2400180,YES,AB+
"Odisha Red Cross Blood Bank, SDH, Rairakhol","Sub Divisional Hospital Rairakhol, Sambalpur",6644253085,NO,AB+
VSS Medical College and Hospital Blood Bank," VSS Medical College Hospital, Burla
Opposite to PG Hospital, VSS, MC Burla",0663 2431420,YES,AB+
"Odisha Red Cross Blood Bank, Subarnapur","District Headquarters Hospital Sonepur, Hospital Road, Near fire station",06654 220150,NO,AB+
"Odisha Red Cross Blood Bank, Rourkela","Rourkela Government Hospital Campus, Rourkela, PO- Uditnagr, S.T.I Chowk",0661 2401770,NO,AB+
"Immuno-Haematology & Blood Transfusion Centre, Rourkela","ISPAT General Hospital, Steel Authority of India ltd. Rourkela Steel Plant, Sector - 19",6612439919,YES,AB+
Vesaj Patel Hospital and Research Center Blood Bank,"Vesaj Patel Hosp and Research Center, Rourkela",0661 2401799,NO,AB+
Community Welfare Society Hospital Blood Bank,"Jagda, Rourkela","0661 2473931, 0661 2473927",NO,AB+
Hi-Tech Medical college & Hospital Blood Bank,"Near Hanuman Vatika, R.G.H Campus","6612400751, 0661 2400524",NO,AB+
"Odisha Red Cross Blood Bank, SDH, Bonai ","Sub Divisional Hospital Bonai, Bonaigarh",06626 244500,NO,AB+
"Odisha Red Cross Blood Bank, Sundergarh","District Headquarter Hospital Premises, Sundargarh",06622 273225,NO,AB+
Karaikal Government General Hospital Blood Bank,"Kamarajar Salai Government Hospital, Puducherry       ","04368 222450, 227752",NO,AB+
Sri Venkateshwara Medical College Hospital and Research Centre,"13-A, Pondy-Vellupuram Main Road, Sugar Factory - Parry, Ariyur","0413 2644476, 0413 2260601",YES,AB+
Pondicherry Private Hospital Association (PPHA) Blood Bank,"No: 84, Main Road, Chellan Nagar, Puducherry",0413 2212874 ;2211686,NO,AB+
Pondicherry Institute of Medical Sciences Blood Bank,"Kalathumettupathai, Ganapathichettikulam, Village No. 20
Kalapet, Puducherry ","0413 2656271, 0413 2656272, 0413 2656700",YES,AB+
Sri Manakula Vinayagar Medical College Hospital Blood Bank,"Kalitheerthalkuppam, Madagadipet, Puducherry","0413 2643000, 0413 2643014, 0413 6533912",YES,AB+
Vinayaka Missions Medical College and Hospital Blood Bank,"Keezhakasakudimedu, Kottucherry Post,  Karaikal, Puducherry ","04368 263255, 04368 263277,  04368 263 255",YES,AB+
Mahe Government General Hospital Blood Bank,"Govt General Hospital, Mahe, Puducherry",0490 2337140,NO,AB+
Mahatma Gandhi Medical College and Research Institute,"Pondy-Cuddalore Main Road, Pillaiyarkuppam
Puducherry",0413 2615449,YES,AB+
Aarupadai Veedu Medical College Blood Bank,"East Coast Road, Kirumampakkam, Pondy Cuddalore Road,                               
Puducherry","0413 2611072, 0413 2477316, 0413 2615625 ",YES,AB+
Indhira Gandhi Goverment General Hospital Blood Bank ,"1,RVE Victor Simonel Street, Adjucent to Assembly",0413 2225366,YES,AB+
Jawahar Institute of Post Graduate Medical Education & Research (JIPMER) Hospital Blood Bank,"80, OPD Block, Second Floor, Dhanvantari Nagar, Gorimedu Near Gorimedu Check post","0413 2297186, 0413 2297187",YES,AB+
St. Joseph&#39;s Hospital (Cluny)  Blood Bank,"St.Joseph&#39;s Hospital cluny, 16, Romain Rolland Street, Puducherry",0413 225571,NO,AB+
Sri Lakshminarayana Institute of Medical Sciences Blood Bank,"Osudu Agaram Village, Villianur Commune, Kudapakkam
Post, Opposite Oostheri Lake","0413 2299218, 2299219",YES,AB+
INDIRA GANDHI MEDICAL COLLEGE & RESEARCH INSTITUTE ( BLOOD BANK),"225,First Floor, Vazhudavur Road, Kathirkamam",0413 2275512 ,NO,AB+
East Coast Hospitals Blood Bank,"No 1, Perambai Road, Paris Nagar, Moolakulam,  Near Vasantha Raja Theatre","0413 2297899, 0413 2297824",NO,AB+
Rajiv Gandhi Government Women and Child Hospital Blood Bank,"Iyyanar Kovil, Victor Simonal Street, 100 Feet Road
Puducherry",0413 222 9355,NO,AB+
A.G. Padmavathi Hospital Blood Bank,"R.S. 127/1A, Villianur Main Road, Arumparthapuram, Oulgaret, Near Adhithiya School","0413 2295551,9003136689",YES,AB+
Yanam Old Age Home Blood Bank,"D.no:7-4-055, Old Rajeev Nagar, River bank, Yanam",8842324933,NO,AB+
Ajnala Civil Hospital Blood bank,"Fatehgarh Churian Road, Near Main Chowk",01858 221105,NO,AB+
Sri Guru Ram Das Institute of Medical Sciences and Research Blood bank,"Mehta Road, PO Vallah",0183 2870245 ,YES,AB+
Green Avenue Blood Bank,"644, Mcleod Road, Rani Ka Bagh","0183 2563103,0183 2566402",NO,AB+
Anil Blood Bank,"Inside EMC Super speciality Hospital, Green Avenue","01835131105, 01835131111",NO,AB+
Amandeep Blood Bank," Amandeep Hospital, Model Town, Gt Road","01832566738, 08283844000",YES,AB+
Guru Nanak Dev Hospital Blood bank,"Government Medical College, Majitha Road",0183 2426918,YES,AB+
Adhlakha Medical Center Blood Bank,"29-B, Race Course Road, Basant Avenue",0183 2225353,YES,AB+
Fortis Hospital Limited Blood Bank,"Fortis Escort Heart and Super Speciality Institute Limited, Majitha Virka, By Pass Road"," 0183 30121222, 01836662222",YES,AB+
Shri Guru Ram Das Charitable Hospital Blood Bank,"Circular Road,Near Gurdwara Sahib Shaduin Taran Taru Road",0183 2553668,NO,AB+
Guru Tej Rasila Charitable Hospital,"Guru Tej Rasila Charitable Hospital, Saidpura, Amritsar",NA,,AB+
Jallianwala Bagh Martyr&#39;s Memorial (JBMM) Civil Hospital Blood Bank,"G.T Road, Inder Palace Road, Maharaja Ranjit Singh Nagar, Hhasanpura Chowk, Hussainpura 

G.T. Road, Inder Palace Road, Ram Bagh,",0183 2534906,NO,AB+
Maharaj Sawan Singh Charitable Hospital Blood Bank,"G.T Road, Near Bus Stand","01853-273130 (Ext-236), 01853-273161,62  (Ext-239)",NO,AB+
Barnala Civil Hospital Blood Bank ,"Civil Hospital Barnala, Ram Bagh Road",01679 33042,YES,AB+
Military Blood Bank Bathinda,"Military Blood Bank,  Bathinda",0164 2291174,NO,AB+
Bhathinda Civil Hospital Blood Bank ,"Mansa Road, Opposite Police Lines",1642240208,YES,AB+
Max Super Speciality Hospital Blood Bank,"NH-64, Near Bathindha District Civil Hospital, Mansa Road",0164 6601400,YES,AB+
Adesh Institute of Medical Sciences and Research Blood Bank,"NH- 7, Barnala Road, Bhucho, Tehsil Nathana
","01645055015, 0164 5055084, 0164 5055000",YES,AB+
Gupta Hospital Blood Bank,"2/A, Power House Road, Near Jindal Heart Hospital","0164 2212377, 0164 2217041",YES,AB+
Rampura Phul Civil Hospital Blood Bank ,"Cinema Road, Dashmesh Nagar",01651 220700,NO,AB+
Guru Gobind Singh Medical College Blood Bank Hospital Blood Bank,"Sadiq Road, Kotakpura","01639 255436, 01639 - 251111",YES,AB+
Kotkapura Civil Hospital Blood Bank," NH15, Faridkot Road","01635-228306,  0163 522 3306",NO,AB+
Fatehgarh Sahib Civil Hospital Blood Bank,"Old Tehsil, Government Quarters, BBSBE College Campus
Near DC Complex",01763 232203,YES,AB+
 Abohar Civil Hospital Blood Bank,"NH 15, Krishna Nagri, Near Lakarh Mandi ","0163 422 1400, 01634 500924",NO,AB+
Fazilka Civil Hospital Blood Bank,Railway Colony,01638 267444,NO,AB+
Dr. Anil Bhaghi Memorial Hospital Blood Bank,Martyr Anil Baghi Road,"01632-220555, 220556",NO,AB+
Military Hospital,"159, General Hospital, C/o 56 APO, Military Hospital,
Ferozepur","01632 242391, 01632 242428",NO,AB+
Ferozpur Civil Hospital Blood Bank ,Housing Board Colony,"01632242964, 01632 242082",YES,AB+
Batala Civil Hospital Blood Bank ,"308 diamond avenue, batala, Civil Hospital Rd, Dharampura Colony",01871 240144,NO,AB+
Gurdaspur Civil Hospital Blood Bank,"Police Line, Near Bus Stand",01874 240009,NO,AB+
Military Hospital Blood Bank,"167, Military Hospital, Pathankot",,NO,AB+
Dasuya Civil Hospital Blood Bank,"Hoshiarpur-Chandigarh Road, Keharvali, Dasuya
",01883 285084,NO,AB+
Garhshankar Civil Hospital Blood Bank,Anandpur Sahib Road,01884 282051,NO,AB+
Shivam Hospital Blood Bank,"Phagwara Road, Near Railway Crossing"," 081466 80263, 01882 248173, Extn -110  ",NO,AB+
Hoshiarpur Civil Hospital Blood Bank ,Kamalpur,"01882250190, 01882 250700",YES,AB+
Bhai Ghanaiya Ji Charitable Blood Bank and Hospital,"Model colony, Hoshiarpur",01882 229547,NO,AB+
Indian Medical Association Blood Bank Hoshiarpur,"Sud Nursing Home,Premgarh, Dhobian Wali Gali,,",01882 222244,NO,AB+
Sant Baba Rangi Ram Ji Charitable Hospital Blood Bank ,"Jaja Road, Vpo - Jaja, Near Tanda
","01886 280266, 01886 225025",NO,AB+
Mukerian Civil Hospital Blood Bank,"Model Town, Tikhowal",0188 3244702,NO,AB+
Baba Budha Sabib Cardiac Centre (BBC) Heart Care & Pruthi Hospital Blood Bank,"301, Lajpat Nagar","0181-2222299, 0181-2222266, 0181-2222244",NO,AB+
Jalandhar Civil Hospital,"Near Police Station,Jyothi Chowk, Islam Ganj","0181 2233356,  0181 222 7982",YES,AB+
Dr. Kanwaljit Singh Grover (KSG) Memorial Blood Bank ,"Inside New Ruby Hospital, 26 Link Road, Lajput Nagar, Jalandhar","0181 2224151, 0181-4614171, 0181-220130, 0181 222 1389",NO,AB+
Military Hospital ,"Military Hospital, Jalandhar  Cantt.",,,AB+
Kidney Hospital and LifeLine Medical Institutions Blood bank,"63 & 64 Waryam Nagar, Cool Road","0181 244 0252, 0181 4681100",NO,AB+
Tagore Hospital & Heart Care Center Blood Bank,"91, Banda Bahadur Nagar, Mahavir Marg, Near Kapurthala Chowk
","0181 4685777, 0181 4685700",YES,AB+
Ohri Hospital Blood Bank,"Mahavir Marg, Near State Bank Of Patiala, Shaheed Udham Singh Nagar",0181 2222259,NO,AB+
Sacred Heart Hospital Blood Bank ,"Grand Trunk Road, Maqsudan",0181 267 0664,NO,AB+
SGL Charitable Hospital Blood Bank,"1st - 4th Floor, Garha Road, Urban Estate Part I, Guru Amardas Market, Hardyal Nagar, ","1815043300, 0181 248 1205, 0181 248 1206, 0181 248 0319",YES,AB+
